,fips,Sex ratio,Population under 5,Population 5 to 9,Population 10 to 14,Population 15 to 19,Population 20 to 24,Population 25 to 34,Population 35 to 44,Population 45 to 54,Population 55 to 59,Population 60 to 64,Population 65 to 74,Population 75 to 84,Population over 85,Population White (including Hispanic),Population Black,Population Native American,Population Asian,Population Mixed,Population Hispanic,Population White (not Hispanic),Total Housing Units,Poverty Rate,Disability Rate,Less than high school graduate,Some college or associate's degree,Bachelor's degree or higher,High school graduate (or equivalency),LFPR rate total,LFPR 16 to 19 years,LFPR 20 to 24 years,LFPR 25 to 29 years,LFPR 30 to 34 years,LFPR 35 to 44 years,LFPR 45 to 54 years,LFPR 55 to 59 years,LFPR 60 to 64 years,LFPR 65 to 74 years,LFPR 75 years and over,LFPR White,LFPR Black,LFPR Hispanic,Unemployment rate total,Unemployment rate 16 to 19,Unemployment rate 20 to 24,Unemployment rate 25 to 29,Unemployment rate 30 to 34,Unemployment rate 35 to 44,Unemployment rate 45 to 54,Unemployment rate 55 to 59,Unemployment rate 60 to 64,Unemployment rate 65 to 74,Unemployment rate 75 years and over,Unemployment rate White,Unemployment rate Hispanic,Unemployment rate Black,Unemployment rate Male,Unemployment rate Female,Total Population,STEM,Service,Office,Infrastructure,Supply Chain,Margin,Result
1335,27101,100.0,5.3,6.3,6.3,5.4,4.7,9.1,10.1,11.7,8.0,7.8,13.1,8.1,4.2,96.5,0.4,0.3,1.6,1.0,4.0,93.0,4627,0.046195245926147405,0.0642846464344446,0.04335476154881148,0.22051128718792046,0.13230677231275229,0.18223949768276274,64.7,60.6,91,88.9,88.5,90.3,86.1,84.3,72.8,36.6,8.5,64.2,45.2,72.4,2.8,9.6,4.5,1.5,1.8,1.7,3.8,2.0,2.1,2.5,0,2.8,0,21.4,3.8,1.2,2827,0.3915811814644499,0.10187477891758047,0.17686593562079944,0.14679872656526352,0.1828793774319066,-0.3909313725490196,R
1336,27103,100.5,5.8,6.4,6.1,8.1,8.4,13.3,12.2,11.4,6.3,6.5,8.8,4.5,2.3,92.0,2.8,0.0,1.7,2.6,4.6,88.6,13535,0.07465316009689496,0.07656169712985392,0.03156426631432137,0.23357557072597812,0.21544446891286795,0.13763488218454084,72.9,71.7,90.5,85.6,91.1,90.4,85.8,81.4,76.0,35.4,7.0,73.3,60.8,71.7,3.1,14.6,7.7,2.2,1.8,0.8,0.5,1.6,1.6,0.1,0,2.4,6.1,18.5,2.3,2.1,12055,0.43683119037743673,0.12028204064703442,0.18788884280381585,0.10369141435089174,0.15130651182082125,0.03158169934640523,D
1337,27105,107.4,8.4,7.7,7.2,6.2,6.2,13.2,11.3,11.1,6.3,6.5,8.3,4.8,3.0,77.8,4.3,0.7,6.9,2.6,27.8,59.5,8659,0.08102488839968201,0.07796734544120344,0.16357854827860333,0.20149208096373755,0.09466152999449642,0.18222956032532256,68.0,52.3,93.3,82.1,84.2,84.8,83.9,78.8,72.1,34.8,7.7,63.6,91,77.4,3.3,15.8,4.9,1.6,5.1,3.7,1.2,0.0,2.9,1.6,1.5,2.1,4.7,6.5,2.4,3.3,7871,0.2579087790623809,0.12463473510354466,0.16846652267818574,0.11421674501334012,0.3347732181425486,-0.3060240963855422,R
1338,27107,103.8,5.5,6.3,7.2,6.8,5.0,8.9,11.5,12.5,7.4,7.4,10.7,6.8,3.9,93.3,1.0,2.2,0.4,2.5,5.1,89.4,3429,0.05999612928198181,0.0630927036965357,0.03154635184826785,0.251790207083414,0.12483065608670409,0.1943100445132572,63.2,50,84.8,87.7,93.8,87.7,86.6,77.7,58.5,33.6,5.2,63,88.9,70.5,2.9,3,6.8,2.1,5.3,3.3,1.3,2.9,2.5,0.4,0,2.6,6.2,30,2.5,3.8,2176,0.36121323529411764,0.13419117647058823,0.19715073529411764,0.15257352941176472,0.15487132352941177,-0.15954664341761116,R
1339,27109,95.6,7.0,6.9,6.8,5.9,5.8,14.5,13.0,12.1,7.2,5.8,8.3,4.7,2.2,83.7,6.2,0.4,5.8,2.8,4.9,80.1,65380,0.05769135168276799,0.05617512055280296,0.03276882032246839,0.20605829618705154,0.3194276434619782,0.11572240542197623,71.1,57.8,85.1,89.6,89.5,89.6,88.8,85.3,64.1,27.7,5.8,70.2,71.9,82.2,3.0,13,4.5,3,1.9,2.4,2.8,1.7,2.4,1.2,3.6,2.2,5.6,13.1,2.9,2.3,57131,0.5629868197651012,0.1047942448057972,0.16712467837076192,0.07148483310286885,0.09360942395547076,0.10722766318323576,D
1340,27111,101.6,5.8,6.3,5.8,5.7,5.0,9.4,10.2,11.9,8.0,8.5,12.8,7.1,3.4,94.9,1.5,0.5,0.6,1.5,3.5,92.6,36193,0.05685106382978723,0.06744680851063829,0.039638297872340425,0.24921276595744682,0.14968085106382978,0.15525531914893617,62.7,61.4,83.4,90.1,91.0,88.0,87.3,82.2,62.0,26.8,6.1,62.4,64,80.6,3.1,8.1,3.2,3.2,2.3,3.2,2.5,2.4,1.9,4.9,3.2,2.8,5.2,19.2,3.5,1.6,19475,0.36636713735558407,0.11969191270860077,0.18834403080872913,0.1397175866495507,0.1858793324775353,-0.32533860820352206,R
1341,27113,99.0,6.6,6.5,6.4,6.0,5.8,13.1,11.9,12.0,6.9,6.9,9.5,6.3,2.2,94.0,1.1,1.6,1.2,1.9,3.8,90.7,6542,0.06314008371181762,0.07355953335114436,0.034019057796776206,0.2825719120135364,0.12993142755365572,0.1949416688930448,69.6,58.8,87.1,90.2,89.4,89.4,89.6,85.6,69.7,30.9,6.0,68.7,36.3,98.1,2.8,4.1,1.8,2.1,5.3,0.5,4.1,2.3,3.7,4.3,0,2.9,0,0,3.3,2.1,5527,0.331101863578795,0.0995114890537362,0.23810385380857607,0.09661660937217297,0.23466618418671975,-0.26989143877971694,R
1342,27115,114.5,4.7,5.5,6.0,5.9,5.0,10.9,12.1,13.6,8.5,7.7,11.5,6.6,1.9,91.4,2.3,2.4,0.6,2.9,2.9,89.2,17596,0.06827892313435932,0.1027917202472311,0.050483262123034806,0.24022068278923134,0.09681835151615713,0.2537022441614469,55.8,48.8,73.9,78.6,72.8,73.8,73,69.0,48.5,22.9,9.0,57.3,19.5,46.9,4.8,9,7.4,10.1,3.5,4.6,3.6,3.8,2.6,3.2,0.4,4.4,8.9,9.1,5.4,4.0,8172,0.29698972099853155,0.19787077826725405,0.18086147821830642,0.16483113069016153,0.15944689182574645,-0.3022936066495844,R
1343,27117,95.3,6.6,7.1,7.5,6.7,4.5,11.0,9.6,12.3,6.9,7.1,9.7,6.8,4.1,92.0,1.3,1.9,0.2,2.9,6.9,88.0,4500,0.07044237813468583,0.07297830374753451,0.050436742744435055,0.22090729783037474,0.13736263736263737,0.19794308255846718,62.4,53.6,95.6,77.1,84.0,85.3,86.1,74.6,71.0,30.1,3.8,62.8,25.5,63.3,2.9,2.4,5.3,3.2,3.1,2.8,3,4.0,0.2,0.7,7.9,2.7,7.6,0,2.9,3.1,2918,0.37834132967786155,0.07950651130911583,0.16552433173406442,0.18128855380397532,0.19533927347498287,-0.4548582995951417,R
1344,27119,103.6,6.9,6.6,6.9,6.5,5.9,12.5,10.7,12.1,7.2,6.8,9.6,5.5,2.9,91.7,2.2,1.7,1.0,2.2,6.5,86.9,14952,0.062171345360407734,0.07438718550279104,0.04097564921931882,0.24706738936979208,0.16612733597605372,0.17365099911010437,65.9,59.4,81.4,89.3,84.6,85.4,86.8,78.7,68.2,25.4,6.0,65.7,70,74.7,3.4,6.7,5.9,4.2,4.2,0.9,3.1,3.7,3.0,1.2,1.9,3.1,6.1,0,3.9,2.6,10908,0.38146314631463146,0.13549688302163548,0.17592592592592593,0.15401540154015403,0.1530986431976531,-0.2838271129921765,R
1345,27121,102.3,5.7,6.2,5.6,5.2,4.4,11.3,10.5,11.3,8.3,7.7,13.0,7.1,3.6,96.5,0.4,0.3,0.6,1.4,1.6,96.0,6613,0.04687152081941661,0.06535292807837897,0.0308394566911601,0.2736584279670452,0.14684925406368293,0.1533066132264529,64.5,67,92.6,90.3,89.8,91.0,89.8,77.7,61.9,28.6,7.4,64.3,75,66.1,2.3,8.8,1.1,2.2,1.3,4.1,2,0.6,0.0,2.7,2.3,2.2,1.3,33.3,3.1,0.4,3840,0.41796875,0.09973958333333334,0.17239583333333333,0.12369791666666667,0.18619791666666666,-0.2762745656508117,R
1346,27123,95.1,7.0,6.5,6.2,6.4,7.2,16.6,12.2,11.5,6.4,5.8,8.1,3.9,2.1,66.3,12.1,0.6,14.4,4.3,7.5,61.9,219977,0.09334280976072021,0.07694022882784955,0.06453261238160272,0.18541745056231448,0.28924936475419355,0.12600861240018396,68.9,49.8,82.2,88.4,86.8,85.9,84.7,77.3,62.0,28.1,6.0,68.4,71,75.9,4.5,15.5,6.9,4.8,4.0,3.3,2.8,3.7,3.1,3.2,4.4,3.4,5.9,8.3,4.3,3.7,189360,0.49872729193071397,0.12103400929446557,0.19312948880439373,0.052783058724123366,0.13432615124630334,0.4535622700412532,D
1347,27125,103.4,6.5,6.6,7.2,6.2,3.8,9.6,13.0,11.7,8.0,7.5,10.6,5.9,3.5,95.2,0.5,1.7,0.0,2.2,3.9,92.1,1938,0.06369426751592357,0.07802547770700637,0.03375796178343949,0.27611464968152866,0.10668789808917198,0.22038216560509555,65.3,57.1,70.8,81.1,90.8,90.8,90,75.6,69.3,30.7,7.1,64.9,41.7,81.3,2.9,18.1,0,5.8,0.6,3.6,0,3.3,0.0,3.8,0,3,0,0,2.4,1.5,1438,0.34075104311543813,0.0917941585535466,0.2211404728789986,0.12447844228094576,0.22183588317107092,-0.34744990892531874,R
1348,27127,102.0,6.1,6.7,7.4,6.3,5.3,10.4,10.2,12.2,7.5,6.9,10.6,6.6,3.9,88.0,0.8,5.0,2.7,1.7,3.5,87.0,7327,0.06703864090606262,0.04746835443037975,0.04513657561625583,0.23451032644903397,0.12908061292471684,0.19187208527648233,63.9,43.3,84.7,84.3,84.8,87.7,86,84.5,67.5,30.8,10.3,63.5,76.1,74.6,2.0,0.9,8.7,1.9,0.6,1.2,1.9,1.7,1.0,0.6,0,1.3,11.1,0,2.9,1.3,5264,0.3594224924012158,0.12898936170212766,0.18427051671732522,0.1580547112462006,0.1692629179331307,-0.4123611781747948,R
1349,27129,103.6,6.1,6.3,6.9,5.7,5.2,10.5,10.7,12.1,8.5,7.4,10.3,6.5,3.7,89.4,0.4,1.5,0.7,1.4,8.6,87.9,7353,0.0651014791881665,0.05134158926728586,0.04704162366701067,0.27966976264189886,0.10302717578259374,0.1910904712762298,63.8,44.2,81.4,84.2,83.9,85.0,86.4,81.7,69.4,31.1,7.1,63.6,9.8,68.5,2.9,7.5,10.1,5.2,2.8,2.3,0.3,1.0,4.4,0.9,0.9,2.4,6.7,25,3.3,2.5,5347,0.33944267813727325,0.11576585000935104,0.1670095380587245,0.1595287076865532,0.218253226108098,-0.3655265748031496,R
1350,27131,104.1,5.7,6.2,6.4,8.4,10.1,11.3,11.7,12.5,6.4,6.2,8.7,4.4,2.0,85.6,5.7,0.4,2.1,2.4,8.1,82.2,25014,0.048614496231579735,0.050339345307285614,0.05035809366680415,0.20553826540177733,0.16472308672991112,0.17608459259814765,66.6,60.4,81.6,83.4,75.6,80.2,88.2,78.7,66.0,23.9,6.7,67.7,50.7,64.8,3.8,9.4,2.4,1,5.0,3.7,4.1,2.7,4.5,2.4,0,3.4,4.5,9.3,4.2,2.5,20731,0.3763928416381265,0.10713424340359848,0.1852780859582268,0.11591336645603204,0.2152814625440162,-0.0017373760017934203,R
1351,27133,95.8,6.7,7.0,7.6,6.3,4.8,10.7,11.3,11.9,6.9,7.0,10.1,5.8,4.0,96.4,0.9,0.3,1.1,1.0,3.2,93.5,4267,0.051078940180278615,0.05176181371210052,0.02198852772466539,0.24460529909860693,0.17071838295547664,0.17631794591641628,66.8,44,96.9,88.8,87.9,89.8,88.7,82.5,68.5,37.8,5.4,66.2,69.8,87.7,1.7,4.5,0,2.7,4.6,1.1,2.7,0.6,0.0,0,0,1.7,1.4,0,1.8,1.6,3364,0.40963139120095127,0.1117717003567182,0.20124851367419738,0.1206896551724138,0.15665873959571938,-0.38683206106870227,R
1352,27135,106.2,5.8,7.0,7.1,6.7,5.7,9.8,11.8,14.2,8.0,7.3,9.3,5.0,2.3,92.5,1.0,1.8,2.7,1.7,1.3,91.9,7607,0.05191892340920419,0.0743478983219804,0.02741319156005981,0.2654926067453065,0.1403056986210334,0.21697956471174615,70.8,63.6,86.5,84.5,90.7,90.9,92.1,85.2,64.5,33.1,6.3,70,80,95.3,2.5,2.2,4.5,3.4,1.9,1.3,3.1,3.9,1.0,1.3,0,2.6,0,0,2.9,2.4,5828,0.3164035689773507,0.07618393960192175,0.143273850377488,0.10552505147563486,0.35861358956760464,-0.46039662747892174,R
1353,27137,100.5,5.1,5.0,5.8,6.9,9.0,11.5,11.1,11.7,7.4,7.7,10.8,5.4,2.6,92.1,1.6,1.8,1.0,3.0,1.7,91.1,104654,0.10410977032928692,0.08371130547768861,0.026004884563096284,0.24422815481418209,0.18167326363406683,0.1413455407307595,62.3,53.1,81.8,86.1,86.6,85.4,83,73.0,54.7,20.7,4.2,62.4,53.5,65.2,4.4,11.4,6.2,3.1,4.0,3.7,4,4.0,2.2,1.7,5.7,3.9,7.7,4.7,5.1,2.8,61222,0.40800692561497504,0.13712390970566135,0.20102250824866877,0.12070824213518017,0.13313841429551468,0.15633601325179242,D
1354,27139,99.3,7.0,7.9,8.2,7.2,5.3,12.2,14.8,15.2,6.7,5.1,6.4,2.6,1.3,84.0,4.3,0.5,6.1,2.9,5.1,81.2,51213,0.0351215499908609,0.04803509413269969,0.031465911167976604,0.23915189179309085,0.30225735697313105,0.14450740266861634,76.3,55,90.3,87.4,89.7,89.8,90.9,86.1,72.4,30.1,6.6,76.6,79.4,77.6,3.0,7.6,9.3,4.2,2.5,1.7,2.3,1.5,1.3,1.4,1.6,2.4,7,7.2,2.8,2.9,58093,0.47069354311190675,0.10004647720035116,0.21761658031088082,0.0846573597507445,0.12698603962611674,-0.06629909623145569,R
1355,27141,104.4,6.6,8.3,7.0,7.0,5.8,13.5,14.2,14.7,7.1,4.9,6.8,2.9,1.2,92.4,2.5,0.6,1.3,2.0,2.6,91.2,33934,0.041080783016266886,0.05737524124620899,0.031237937689550594,0.2992555831265509,0.19495450785773366,0.18272677143644886,73.1,51.2,86.2,86.2,83.5,89.0,89.3,81.5,65.9,26.0,4.2,74,44.6,73.2,2.9,9.2,7.2,3.3,3.2,2.5,0.9,1.6,1.5,2.4,0,2.7,3.3,9.7,3.3,1.7,36060,0.37870216306156407,0.0918191902384914,0.19767054908485857,0.13069883527454243,0.20110926234054355,-0.3264942818096814,R
1356,27143,103.7,5.7,7.1,6.6,6.4,4.9,11.1,12.0,13.2,7.9,7.0,9.4,5.8,2.9,95.3,1.1,0.3,0.7,0.8,9.0,88.4,6602,0.051279870737307595,0.05332086061739944,0.05221532443234969,0.25920571477166426,0.11055361850497492,0.22620971171017945,69.4,55.1,79,90.2,90.5,90.4,91.1,83.6,68.0,34.9,8.6,69.6,67,72.7,2.7,5.8,4.9,7.4,3.6,1.3,2.6,1.2,0.4,1.6,1.8,2.4,7.6,3.4,3.5,1.6,5758,0.30878777353247655,0.08874609239319207,0.16290378603681835,0.16585620006946858,0.27370614796804443,-0.40783246568859444,R
1357,27145,101.2,6.4,6.4,6.4,8.4,10.6,12.4,11.1,11.6,6.2,5.9,8.0,4.5,2.1,87.8,6.4,0.2,2.1,2.1,3.4,86.0,64664,0.08759901167086415,0.06417783568630878,0.03790448799942798,0.23629328905449315,0.1745783314398303,0.1459692219688724,71.9,62.5,87.8,92.0,90.1,89.7,90,82.2,67.1,27.3,6.7,71.5,75.7,76.1,4.5,13,6.2,5.6,3.4,3.1,2.6,4.2,1.5,1.6,1.9,3.3,5.7,20,4.0,3.7,55351,0.38938772560568014,0.11141623457570776,0.20917417932828675,0.1074235334501635,0.18259832704016188,-0.22490717274709732,R
1358,27147,98.5,6.2,6.9,7.8,6.5,5.5,11.8,11.7,12.9,7.0,6.6,9.0,5.5,2.5,90.5,3.2,0.4,1.5,1.1,7.8,86.6,15628,0.052585297221245164,0.05652479774885684,0.041716496658459376,0.22901864227928245,0.1826239887442842,0.19127682026028842,69.1,54.5,86.1,91.7,87.2,91.0,89.7,85.8,65.5,28.5,6.6,68.4,63.4,84.7,3.7,12.8,7.6,3.4,4.8,1.7,3.4,2.2,1.2,3.9,0,3,7.8,17.5,4.1,2.3,13480,0.3617952522255193,0.09094955489614244,0.2043026706231454,0.09065281899109792,0.25229970326409495,-0.22429950776221128,R
1359,27149,100.6,5.7,5.5,6.6,9.5,13.2,11.9,10.0,9.3,6.2,5.4,7.9,5.2,3.7,90.4,2.0,1.7,2.4,1.1,6.4,87.3,4214,0.10260627530364372,0.05984311740890688,0.015814777327935223,0.19154858299595143,0.18370445344129555,0.13853744939271256,69.9,60.8,88.8,85.7,87.0,91.9,84.9,81.7,77.0,34.9,6.1,69.7,73.5,79.3,2.4,6.8,2.7,4.5,3.6,1.1,1.6,0.8,0.0,0,0,2.1,0.8,0,3.6,0.4,3309,0.42883046237534,0.08310667875491085,0.17286189181021458,0.17407071622846781,0.14113025083106678,-0.22064896755162242,R
1360,27151,100.3,5.7,6.0,7.1,5.6,4.6,11.3,11.3,11.9,7.4,7.3,10.9,7.1,3.8,94.5,2.2,0.0,0.3,0.8,5.0,91.2,4843,0.078517924023542,0.05831995719636169,0.048154093097913325,0.2784911717495987,0.12466559657570893,0.16506153023006956,65.4,52.5,84,90.1,86.9,87.0,87.9,87.2,70.8,31.4,7.3,65.3,96.6,62.6,2.4,1.4,4.5,5,1.2,1.5,0.6,4.1,3.1,2.5,0,2.1,10.9,0,3.3,1.4,3205,0.363182527301092,0.09641185647425897,0.1934477379095164,0.14882995319812792,0.1981279251170047,-0.2950125168496052,R
1361,27153,105.8,6.8,6.5,6.6,5.9,5.3,9.6,10.5,12.3,7.4,8.2,11.7,6.7,2.5,94.3,0.7,0.5,0.6,1.6,6.0,91.1,13238,0.0709499818210149,0.07884485534721862,0.07749441645457851,0.24562405858827197,0.09115462525320729,0.19685243858100038,59.6,46.6,83.1,81.9,85.2,85.1,83.8,73.1,59.5,20.3,4.8,59,66,70.5,3.4,5.9,9.2,4,2.1,3.0,2.6,2.3,1.3,2.1,4.6,3.2,5.9,0,3.1,3.6,7726,0.3079213046854776,0.09422728449391664,0.18560704115972043,0.14056432824229873,0.2716800414185866,-0.4878177566568605,R
1362,27155,98.6,4.8,5.7,5.0,4.5,4.0,12.7,10.4,12.3,8.2,7.6,10.7,8.1,6.0,90.7,0.5,5.0,0.2,2.6,3.1,88.7,2065,0.07563025210084033,0.07234198027036902,0.023017902813299233,0.30142491779320424,0.11655096821337231,0.17793204238217025,65.2,58.9,97.7,90.4,82.7,91.3,81.6,82.6,71.4,39.5,9.6,63.9,28.6,96.9,4.0,20.8,0.8,9.1,3.5,0.0,6.3,0.9,1.1,0,17.8,1.7,37.2,0,5.5,1.0,1134,0.3862433862433862,0.12257495590828923,0.1948853615520282,0.19576719576719576,0.10052910052910052,-0.27414163090128757,R
1363,27157,101.5,5.5,5.6,6.6,5.7,4.8,10.6,10.8,13.7,8.1,7.3,11.8,7.2,2.2,96.5,0.6,0.3,0.5,1.2,2.9,94.7,10241,0.05308366260092767,0.06384928133768539,0.032640439786978184,0.2472083834392716,0.14945885586668958,0.1937811372616389,67.1,58.3,88.1,90.2,93.5,89.2,91.2,81.0,66.7,29.0,8.1,66.8,90.9,74.1,3.7,13.1,4.6,1.6,0.3,3.8,4.6,5.2,1.5,0.3,0,2.6,0,87.3,3.5,3.4,7855,0.3957988542329726,0.13214513049013368,0.1954169318905156,0.11839592616168046,0.15824315722469764,-0.2634306179989332,R
1364,27159,97.5,6.9,7.3,7.0,6.2,5.0,10.7,10.7,11.4,6.6,7.3,10.7,7.0,3.3,95.1,0.6,1.1,0.4,2.1,2.0,94.2,7134,0.08902049257379206,0.10283887948862568,0.041925173904869335,0.29178416995675877,0.0776461740928746,0.188663282571912,60.3,47,81.7,90.2,86.2,81.2,82.3,77.0,53.3,31.3,5.7,60,60,69.1,6.0,3.9,9.5,0.6,7.1,3.6,6.7,7.4,15.9,2.2,0,6.1,4.5,0,8.7,4.1,3868,0.29808686659772493,0.09513960703205791,0.18226473629782833,0.15356773526370218,0.27094105480868663,-0.4555164777908037,R
1365,27161,92.5,5.8,6.4,6.8,6.6,5.5,12.6,13.1,12.1,6.2,7.6,9.6,5.2,2.6,92.9,2.4,0.7,0.6,1.7,6.0,89.2,7961,0.06683118788768092,0.05069032215033682,0.04028546655105716,0.25151737477489494,0.13699726539051557,0.21523377576202227,64.7,53.8,86.9,80.8,80.1,80.9,82,82.6,63.8,30.1,7.1,65.7,63.7,55.7,3.9,11.7,6.6,6.5,10.1,2.5,0.8,2.1,1.2,0.6,1.9,2.9,20.6,12.9,4.1,3.2,6686,0.33667364642536646,0.11217469338917141,0.20789709841459766,0.1247382590487586,0.2185163027221059,-0.301087688901723,R
1366,27163,97.9,6.0,7.0,7.2,6.8,5.6,11.6,13.1,14.4,7.5,6.4,8.7,4.2,1.6,85.4,4.6,0.4,5.8,3.0,4.2,82.7,98421,0.028130146214880983,0.054064574080542945,0.02325964369479515,0.21209142172763112,0.31898797345176905,0.12258595738310295,70.4,53.9,86.4,89.4,88.0,88.5,89.1,83.7,62.1,25.0,5.6,69.7,72.9,76.3,2.5,11,3.4,3.2,2.6,1.4,1.4,2.1,1.6,1.9,0.4,2,4.4,6.7,2.2,1.8,94857,0.5217854243756391,0.09299260992862941,0.2053195863246782,0.07225613291586283,0.10764624645519044,0.0923398846425959,D
1367,27165,100.9,7.6,6.6,6.5,6.6,5.1,11.8,10.6,11.0,7.4,6.9,9.3,6.3,4.3,85.8,0.9,0.1,1.2,1.1,25.5,71.8,5056,0.07158654405773483,0.0724013502502619,0.08997788383191713,0.18414619951111627,0.1028983820277034,0.2321033639855663,66.5,52.4,89.3,86.7,89.7,84.4,87.9,79.0,69.5,41.8,10.0,64,70.5,75.3,2.9,20.4,1.4,2.6,1.1,2.3,2.6,1.4,1.3,1.2,0,2.7,2.4,23.3,2.0,1.9,3805,0.31011826544021026,0.0759526938239159,0.1466491458607096,0.1902759526938239,0.27700394218134033,-0.21457412036146895,R
1368,27167,106.5,5.8,6.0,6.6,6.6,5.2,10.2,11.4,13.2,8.3,7.8,9.4,5.2,4.2,98.3,0.4,0.3,0.0,0.9,0.3,98.2,3117,0.05301973290811242,0.09328283834961132,0.013952561291608531,0.3075543153278852,0.16683276858680487,0.1504883396452063,66.1,46.4,86.9,87.3,86.0,92.7,89.2,79.3,64.3,27.3,5.9,66.6,40,30.8,1.8,1.4,1.7,6.1,6.1,0.0,1.1,0.5,2.5,0,0,1.8,0,0,1.2,2.8,2449,0.41241322988975093,0.10575745202123316,0.17517354022049816,0.14087382605144957,0.1657819518170682,-0.3795918367346939,R
1369,27169,98.2,4.8,4.9,5.1,9.7,13.6,11.7,9.9,10.9,6.7,6.3,9.3,5.3,1.9,93.6,1.3,0.4,2.6,1.7,3.0,91.1,21220,0.10068671338505168,0.06494480511871001,0.02571073663487004,0.2222560761244053,0.1633580987648534,0.1291630534136452,69.6,59.5,82.3,88.3,89.5,92.5,90.4,82.5,64.0,28.3,8.7,69.3,68.9,74.6,3.6,8.5,4.5,2.3,4.5,2.9,1.8,3.5,2.1,4.5,0,3.3,11.2,17.9,3.9,2.3,17440,0.39971330275229355,0.10871559633027524,0.18606651376146788,0.10057339449541285,0.20493119266055046,0.003900931071283995,D
1370,27171,102.2,7.0,8.0,8.4,7.0,5.0,11.9,14.4,14.1,6.6,5.4,7.3,3.4,1.4,94.1,1.4,0.3,1.1,1.9,2.9,92.4,51815,0.03221366184072409,0.05812917153552118,0.02810401853795726,0.26470063971796953,0.22098987938444475,0.1837456180309362,74.3,57.9,88.7,89.8,89.9,91.5,91.5,85.4,65.4,24.8,7.8,73.7,77.4,87.8,2.7,5.6,4.2,1.9,2.7,3.2,2.2,2.1,1.3,0.5,1.2,2.6,2.3,0.5,2.5,2.7,51899,0.409160099423881,0.08202470182469797,0.2154376770265323,0.13296980674001427,0.16040771498487447,-0.2856258947419504,R
1371,27173,103.2,6.2,6.4,6.4,6.1,5.3,11.1,11.1,11.8,7.1,8.3,9.5,7.1,3.5,92.6,0.7,2.5,0.6,2.0,4.7,89.5,4767,0.08071748878923767,0.06828955797565663,0.04343369634849455,0.2643177450352338,0.10839205637411915,0.20538116591928252,64.7,59.8,87,83.2,85.0,80.1,85.3,82.3,68.1,35.9,8.0,65.5,22.1,73.3,2.4,7.6,2.9,2.7,4.6,2.6,1.5,0.9,1.1,1.5,1.2,2.3,5.6,0,2.0,2.4,3349,0.3526425798745894,0.11376530307554494,0.21051060017915796,0.1385488205434458,0.18453269632726188,-0.37011577424023157,R
1372,28001,106.6,6.1,5.2,6.0,5.4,6.0,12.4,13.2,12.2,7.7,7.6,10.4,5.9,2.0,40.9,56.3,0.3,0.6,1.1,5.8,36.2,14692,0.18394016925802006,0.11084432198386145,0.14103522928557372,0.18669553237551664,0.10993898838811257,0.21515449714623106,45.8,33.3,47.7,69.0,55.2,63.5,57.8,46.4,47.9,21.0,6.1,41.5,52.5,14.3,10.1,14.7,23.4,18.8,10.1,11.3,5.5,4.6,3.1,5.1,0,6.2,30.1,11.6,16.0,4.5,7072,0.3168834841628959,0.16445135746606335,0.208710407239819,0.13942307692307693,0.1705316742081448,0.16142161494294643,D
1373,28003,96.5,5.9,6.8,6.1,6.8,5.6,12.6,12.6,12.6,6.9,5.8,10.5,5.7,2.0,84.4,12.1,0.2,0.3,1.8,3.2,82.9,17268,0.10376622936370725,0.1303773009254551,0.09776602596698193,0.22888911488525035,0.11386826672090579,0.19573544865927658,55.6,31.3,79.9,80.1,85.4,79.7,66.2,62.6,40.4,19.2,7.9,55.6,54.3,63.4,6.5,21.9,10.4,2.2,10.7,4.6,4.5,4.8,9.1,2.6,8.3,6.5,5.8,7.7,6.0,6.1,11872,0.3120788409703504,0.11413409703504043,0.20064016172506738,0.11430256064690027,0.25884433962264153,-0.6354714113847907,R
1374,28005,94.0,5.4,5.9,5.6,6.1,4.2,10.8,9.6,12.6,10.2,6.8,13.7,6.5,2.5,57.4,41.9,0.0,0.2,0.3,0.0,57.4,6789,0.16369370257218882,0.1305804671331428,0.09924115502118853,0.19523011727604217,0.07687001084064256,0.23967675174928552,46.5,21.7,66.7,82.4,75.1,68.4,62.9,62.2,31.1,15.6,6.3,48.2,43.8,0,8.6,36.9,0.6,14.6,25.2,6.1,1.6,8.7,3.4,1.1,11.3,7.2,0,11,7.7,8.8,3439,0.35649898226228555,0.14451875545216633,0.1430648444315208,0.18842686827566152,0.16749054957836582,-0.2616731517509728,R
1375,28007,89.7,6.4,6.1,8.6,6.8,5.5,11.1,10.9,12.8,6.3,6.6,11.1,5.7,2.2,53.8,42.3,0.1,0.2,1.9,2.0,53.6,9239,0.1529790660225443,0.157459917384303,0.1302247427011132,0.210670027305188,0.08597633550374571,0.1875656374711195,52.6,34.2,78.9,83.6,77.0,74.7,74.7,50.0,36.4,17.2,6.6,51.1,55,44.3,10.0,32.7,19.8,20.7,7.6,10.4,4.8,0.0,0.0,0,0,5.9,0,13.9,8.8,10.3,4788,0.26629072681704263,0.1846282372598162,0.1464076858813701,0.11821219715956557,0.2844611528822055,-0.1854244588008614,R
